第 0 点 - 坐标: [279.7423, 0.0000], 绝对半径: 279.7423, 绝对角度: 0.0000, 绝对半径差值: 0.0000, 增量半径差值: 0.0000, 增量角度差值: 0.0000
第 1121 点 - 坐标: [-104.8451, -259.5651], 绝对半径: 279.9402, 绝对角度: 111.9951, 绝对半径差值: 0.1980, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1122 点 - 坐标: [-105.2982, -259.3818], 绝对半径: 279.9403, 绝对角度: 112.0951, 绝对半径差值: 0.1981, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1123 点 - 坐标: [-105.7508, -259.1976], 绝对半径: 279.9404, 绝对角度: 112.1951, 绝对半径差值: 0.1982, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1124 点 - 坐标: [-106.2032, -259.0127], 绝对半径: 279.9406, 绝对角度: 112.2951, 绝对半径差值: 0.1983, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1125 点 - 坐标: [-106.6553, -258.8270], 绝对半径: 279.9407, 绝对角度: 112.3952, 绝对半径差值: 0.1984, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1126 点 - 坐标: [-107.1070, -258.6405], 绝对半径: 279.9408, 绝对角度: 112.4952, 绝对半径差值: 0.1985, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1127 点 - 坐标: [-107.5584, -258.4532], 绝对半径: 279.9409, 绝对角度: 112.5952, 绝对半径差值: 0.1986, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1128 点 - 坐标: [-108.0095, -258.2652], 绝对半径: 279.9410, 绝对角度: 112.6952, 绝对半径差值: 0.1987, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1129 点 - 坐标: [-108.4602, -258.0763], 绝对半径: 279.9411, 绝对角度: 112.7953, 绝对半径差值: 0.1988, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1130 点 - 坐标: [-108.9106, -257.8867], 绝对半径: 279.9412, 绝对角度: 112.8953, 绝对半径差值: 0.1989, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1131 点 - 坐标: [-109.3607, -257.6962], 绝对半径: 279.9413, 绝对角度: 112.9953, 绝对半径差值: 0.1990, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1132 点 - 坐标: [-109.8104, -257.5050], 绝对半径: 279.9414, 绝对角度: 113.0953, 绝对半径差值: 0.1991, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1133 点 - 坐标: [-110.2598, -257.3130], 绝对半径: 279.9415, 绝对角度: 113.1954, 绝对半径差值: 0.1992, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1134 点 - 坐标: [-110.7089, -257.1202], 绝对半径: 279.9416, 绝对角度: 113.2954, 绝对半径差值: 0.1993, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1135 点 - 坐标: [-111.1576, -256.9267], 绝对半径: 279.9417, 绝对角度: 113.3954, 绝对半径差值: 0.1994, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1136 点 - 坐标: [-111.6060, -256.7323], 绝对半径: 279.9417, 绝对角度: 113.4954, 绝对半径差值: 0.1995, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1137 点 - 坐标: [-112.0541, -256.5372], 绝对半径: 279.9418, 绝对角度: 113.5955, 绝对半径差值: 0.1996, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1138 点 - 坐标: [-112.5018, -256.3412], 绝对半径: 279.9419, 绝对角度: 113.6955, 绝对半径差值: 0.1997, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1139 点 - 坐标: [-112.9492, -256.1445], 绝对半径: 279.9420, 绝对角度: 113.7955, 绝对半径差值: 0.1998, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1140 点 - 坐标: [-113.3962, -255.9471], 绝对半径: 279.9421, 绝对角度: 113.8955, 绝对半径差值: 0.1998, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1141 点 - 坐标: [-113.8429, -255.7488], 绝对半径: 279.9422, 绝对角度: 113.9956, 绝对半径差值: 0.1999, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1142 点 - 坐标: [-114.2892, -255.5497], 绝对半径: 279.9423, 绝对角度: 114.0956, 绝对半径差值: 0.2000, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1143 点 - 坐标: [-114.7352, -255.3499], 绝对半径: 279.9424, 绝对角度: 114.1956, 绝对半径差值: 0.2001, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1144 点 - 坐标: [-115.1809, -255.1493], 绝对半径: 279.9425, 绝对角度: 114.2956, 绝对半径差值: 0.2002, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1145 点 - 坐标: [-115.6261, -254.9479], 绝对半径: 279.9426, 绝对角度: 114.3956, 绝对半径差值: 0.2003, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1146 点 - 坐标: [-116.0711, -254.7458], 绝对半径: 279.9427, 绝对角度: 114.4957, 绝对半径差值: 0.2004, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1147 点 - 坐标: [-116.5157, -254.5428], 绝对半径: 279.9428, 绝对角度: 114.5957, 绝对半径差值: 0.2005, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1148 点 - 坐标: [-116.9599, -254.3391], 绝对半径: 279.9429, 绝对角度: 114.6957, 绝对半径差值: 0.2006, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1149 点 - 坐标: [-117.4037, -254.1346], 绝对半径: 279.9430, 绝对角度: 114.7957, 绝对半径差值: 0.2007, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1150 点 - 坐标: [-117.8473, -253.9294], 绝对半径: 279.9430, 绝对角度: 114.8958, 绝对半径差值: 0.2008, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1151 点 - 坐标: [-118.2904, -253.7233], 绝对半径: 279.9431, 绝对角度: 114.9958, 绝对半径差值: 0.2009, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1152 点 - 坐标: [-118.7332, -253.5165], 绝对半径: 279.9432, 绝对角度: 115.0958, 绝对半径差值: 0.2009, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1153 点 - 坐标: [-119.1756, -253.3090], 绝对半径: 279.9433, 绝对角度: 115.1958, 绝对半径差值: 0.2010, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1154 点 - 坐标: [-119.6177, -253.1006], 绝对半径: 279.9434, 绝对角度: 115.2959, 绝对半径差值: 0.2011, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1155 点 - 坐标: [-120.0594, -252.8915], 绝对半径: 279.9435, 绝对角度: 115.3959, 绝对半径差值: 0.2012, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1156 点 - 坐标: [-120.5007, -252.6816], 绝对半径: 279.9436, 绝对角度: 115.4959, 绝对半径差值: 0.2013, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1157 点 - 坐标: [-120.9417, -252.4709], 绝对半径: 279.9437, 绝对角度: 115.5959, 绝对半径差值: 0.2014, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1158 点 - 坐标: [-121.3823, -252.2595], 绝对半径: 279.9437, 绝对角度: 115.6959, 绝对半径差值: 0.2015, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1159 点 - 坐标: [-121.8225, -252.0473], 绝对半径: 279.9438, 绝对角度: 115.7960, 绝对半径差值: 0.2015, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1160 点 - 坐标: [-122.2624, -251.8343], 绝对半径: 279.9439, 绝对角度: 115.8960, 绝对半径差值: 0.2016, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1161 点 - 坐标: [-122.7019, -251.6205], 绝对半径: 279.9440, 绝对角度: 115.9960, 绝对半径差值: 0.2017, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1162 点 - 坐标: [-123.1410, -251.4060], 绝对半径: 279.9441, 绝对角度: 116.0960, 绝对半径差值: 0.2018, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1163 点 - 坐标: [-123.5797, -251.1907], 绝对半径: 279.9442, 绝对角度: 116.1961, 绝对半径差值: 0.2019, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1164 点 - 坐标: [-124.0181, -250.9747], 绝对半径: 279.9442, 绝对角度: 116.2961, 绝对半径差值: 0.2020, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1165 点 - 坐标: [-124.4560, -250.7579], 绝对半径: 279.9443, 绝对角度: 116.3961, 绝对半径差值: 0.2020, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1166 点 - 坐标: [-124.8937, -250.5403], 绝对半径: 279.9444, 绝对角度: 116.4961, 绝对半径差值: 0.2021, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1167 点 - 坐标: [-125.3309, -250.3220], 绝对半径: 279.9445, 绝对角度: 116.5962, 绝对半径差值: 0.2022, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1168 点 - 坐标: [-125.7677, -250.1029], 绝对半径: 279.9446, 绝对角度: 116.6962, 绝对半径差值: 0.2023, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1169 点 - 坐标: [-126.2042, -249.8830], 绝对半径: 279.9446, 绝对角度: 116.7962, 绝对半径差值: 0.2024, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1170 点 - 坐标: [-126.6402, -249.6624], 绝对半径: 279.9447, 绝对角度: 116.8962, 绝对半径差值: 0.2024, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1171 点 - 坐标: [-127.0759, -249.4410], 绝对半径: 279.9448, 绝对角度: 116.9962, 绝对半径差值: 0.2025, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1172 点 - 坐标: [-127.5112, -249.2188], 绝对半径: 279.9449, 绝对角度: 117.0963, 绝对半径差值: 0.2026, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1173 点 - 坐标: [-127.9461, -248.9959], 绝对半径: 279.9450, 绝对角度: 117.1963, 绝对半径差值: 0.2027, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1174 点 - 坐标: [-128.3806, -248.7722], 绝对半径: 279.9450, 绝对角度: 117.2963, 绝对半径差值: 0.2027, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1175 点 - 坐标: [-128.8148, -248.5478], 绝对半径: 279.9451, 绝对角度: 117.3963, 绝对半径差值: 0.2028, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1176 点 - 坐标: [-129.2485, -248.3226], 绝对半径: 279.9452, 绝对角度: 117.4964, 绝对半径差值: 0.2029, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1177 点 - 坐标: [-129.6818, -248.0967], 绝对半径: 279.9453, 绝对角度: 117.5964, 绝对半径差值: 0.2030, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1178 点 - 坐标: [-130.1148, -247.8700], 绝对半径: 279.9453, 绝对角度: 117.6964, 绝对半径差值: 0.2030, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1179 点 - 坐标: [-130.5473, -247.6425], 绝对半径: 279.9454, 绝对角度: 117.7964, 绝对半径差值: 0.2031, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1180 点 - 坐标: [-130.9795, -247.4143], 绝对半径: 279.9455, 绝对角度: 117.8964, 绝对半径差值: 0.2032, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1181 点 - 坐标: [-131.4112, -247.1854], 绝对半径: 279.9455, 绝对角度: 117.9965, 绝对半径差值: 0.2033, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1182 点 - 坐标: [-131.8426, -246.9556], 绝对半径: 279.9456, 绝对角度: 118.0965, 绝对半径差值: 0.2033, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1183 点 - 坐标: [-132.2735, -246.7252], 绝对半径: 279.9457, 绝对角度: 118.1965, 绝对半径差值: 0.2034, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1184 点 - 坐标: [-132.7041, -246.4939], 绝对半径: 279.9458, 绝对角度: 118.2965, 绝对半径差值: 0.2035, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1185 点 - 坐标: [-133.1342, -246.2620], 绝对半径: 279.9458, 绝对角度: 118.3966, 绝对半径差值: 0.2036, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1186 点 - 坐标: [-133.5639, -246.0292], 绝对半径: 279.9459, 绝对角度: 118.4966, 绝对半径差值: 0.2036, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1187 点 - 坐标: [-133.9933, -245.7958], 绝对半径: 279.9460, 绝对角度: 118.5966, 绝对半径差值: 0.2037, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1188 点 - 坐标: [-134.4222, -245.5615], 绝对半径: 279.9460, 绝对角度: 118.6966, 绝对半径差值: 0.2038, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1189 点 - 坐标: [-134.8507, -245.3265], 绝对半径: 279.9461, 绝对角度: 118.7966, 绝对半径差值: 0.2038, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1190 点 - 坐标: [-135.2788, -245.0908], 绝对半径: 279.9462, 绝对角度: 118.8967, 绝对半径差值: 0.2039, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1191 点 - 坐标: [-135.7065, -244.8543], 绝对半径: 279.9462, 绝对角度: 118.9967, 绝对半径差值: 0.2040, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1192 点 - 坐标: [-136.1338, -244.6171], 绝对半径: 279.9463, 绝对角度: 119.0967, 绝对半径差值: 0.2040, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1193 点 - 坐标: [-136.5606, -244.3792], 绝对半径: 279.9464, 绝对角度: 119.1967, 绝对半径差值: 0.2041, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1194 点 - 坐标: [-136.9870, -244.1405], 绝对半径: 279.9464, 绝对角度: 119.2968, 绝对半径差值: 0.2042, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1195 点 - 坐标: [-137.4131, -243.9010], 绝对半径: 279.9465, 绝对角度: 119.3968, 绝对半径差值: 0.2042, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1196 点 - 坐标: [-137.8387, -243.6608], 绝对半径: 279.9466, 绝对角度: 119.4968, 绝对半径差值: 0.2043, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1197 点 - 坐标: [-138.2639, -243.4199], 绝对半径: 279.9466, 绝对角度: 119.5968, 绝对半径差值: 0.2044, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1198 点 - 坐标: [-138.6886, -243.1782], 绝对半径: 279.9467, 绝对角度: 119.6968, 绝对半径差值: 0.2044, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1199 点 - 坐标: [-139.1130, -242.9357], 绝对半径: 279.9468, 绝对角度: 119.7969, 绝对半径差值: 0.2045, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1200 点 - 坐标: [-139.5369, -242.6926], 绝对半径: 279.9468, 绝对角度: 119.8969, 绝对半径差值: 0.2046, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1201 点 - 坐标: [-139.9604, -242.4487], 绝对半径: 279.9469, 绝对角度: 119.9969, 绝对半径差值: 0.2046, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1202 点 - 坐标: [-140.3834, -242.2040], 绝对半径: 279.9470, 绝对角度: 120.0969, 绝对半径差值: 0.2047, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1203 点 - 坐标: [-140.8061, -241.9586], 绝对半径: 279.9470, 绝对角度: 120.1970, 绝对半径差值: 0.2047, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1204 点 - 坐标: [-141.2283, -241.7125], 绝对半径: 279.9471, 绝对角度: 120.2970, 绝对半径差值: 0.2048, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1205 点 - 坐标: [-141.6500, -241.4657], 绝对半径: 279.9471, 绝对角度: 120.3970, 绝对半径差值: 0.2049, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1206 点 - 坐标: [-142.0714, -241.2181], 绝对半径: 279.9472, 绝对角度: 120.4970, 绝对半径差值: 0.2049, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1207 点 - 坐标: [-142.4923, -240.9697], 绝对半径: 279.9473, 绝对角度: 120.5970, 绝对半径差值: 0.2050, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1208 点 - 坐标: [-142.9128, -240.7207], 绝对半径: 279.9473, 绝对角度: 120.6971, 绝对半径差值: 0.2050, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1209 点 - 坐标: [-143.3328, -240.4709], 绝对半径: 279.9474, 绝对角度: 120.7971, 绝对半径差值: 0.2051, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1210 点 - 坐标: [-143.7524, -240.2203], 绝对半径: 279.9474, 绝对角度: 120.8971, 绝对半径差值: 0.2051, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1211 点 - 坐标: [-144.1716, -239.9691], 绝对半径: 279.9475, 绝对角度: 120.9971, 绝对半径差值: 0.2052, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1212 点 - 坐标: [-144.5903, -239.7171], 绝对半径: 279.9475, 绝对角度: 121.0971, 绝对半径差值: 0.2053, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1213 点 - 坐标: [-145.0086, -239.4643], 绝对半径: 279.9476, 绝对角度: 121.1972, 绝对半径差值: 0.2053, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1214 点 - 坐标: [-145.4264, -239.2109], 绝对半径: 279.9477, 绝对角度: 121.2972, 绝对半径差值: 0.2054, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1215 点 - 坐标: [-145.8438, -238.9567], 绝对半径: 279.9477, 绝对角度: 121.3972, 绝对半径差值: 0.2054, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1216 点 - 坐标: [-146.2608, -238.7018], 绝对半径: 279.9478, 绝对角度: 121.4972, 绝对半径差值: 0.2055, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1217 点 - 坐标: [-146.6773, -238.4461], 绝对半径: 279.9478, 绝对角度: 121.5973, 绝对半径差值: 0.2055, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1218 点 - 坐标: [-147.0933, -238.1897], 绝对半径: 279.9479, 绝对角度: 121.6973, 绝对半径差值: 0.2056, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1219 点 - 坐标: [-147.5090, -237.9326], 绝对半径: 279.9479, 绝对角度: 121.7973, 绝对半径差值: 0.2056, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1220 点 - 坐标: [-147.9241, -237.6748], 绝对半径: 279.9480, 绝对角度: 121.8973, 绝对半径差值: 0.2057, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1221 点 - 坐标: [-148.3388, -237.4163], 绝对半径: 279.9480, 绝对角度: 121.9973, 绝对半径差值: 0.2057, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1222 点 - 坐标: [-148.7531, -237.1570], 绝对半径: 279.9481, 绝对角度: 122.0974, 绝对半径差值: 0.2058, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1223 点 - 坐标: [-149.1669, -236.8970], 绝对半径: 279.9481, 绝对角度: 122.1974, 绝对半径差值: 0.2058, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1224 点 - 坐标: [-149.5802, -236.6363], 绝对半径: 279.9482, 绝对角度: 122.2974, 绝对半径差值: 0.2059, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1225 点 - 坐标: [-149.9931, -236.3748], 绝对半径: 279.9482, 绝对角度: 122.3974, 绝对半径差值: 0.2059, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1226 点 - 坐标: [-150.4056, -236.1127], 绝对半径: 279.9483, 绝对角度: 122.4974, 绝对半径差值: 0.2060, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1227 点 - 坐标: [-150.8176, -235.8498], 绝对半径: 279.9483, 绝对角度: 122.5975, 绝对半径差值: 0.2060, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1228 点 - 坐标: [-151.2291, -235.5862], 绝对半径: 279.9484, 绝对角度: 122.6975, 绝对半径差值: 0.2061, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1229 点 - 坐标: [-151.6401, -235.3219], 绝对半径: 279.9484, 绝对角度: 122.7975, 绝对半径差值: 0.2061, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1230 点 - 坐标: [-152.0507, -235.0568], 绝对半径: 279.9485, 绝对角度: 122.8975, 绝对半径差值: 0.2062, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1231 点 - 坐标: [-152.4609, -234.7911], 绝对半径: 279.9485, 绝对角度: 122.9976, 绝对半径差值: 0.2062, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1232 点 - 坐标: [-152.8705, -234.5246], 绝对半径: 279.9486, 绝对角度: 123.0976, 绝对半径差值: 0.2063, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1233 点 - 坐标: [-153.2797, -234.2574], 绝对半径: 279.9486, 绝对角度: 123.1976, 绝对半径差值: 0.2063, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1234 点 - 坐标: [-153.6885, -233.9895], 绝对半径: 279.9486, 绝对角度: 123.2976, 绝对半径差值: 0.2064, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1235 点 - 坐标: [-154.0967, -233.7209], 绝对半径: 279.9487, 绝对角度: 123.3976, 绝对半径差值: 0.2064, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1236 点 - 坐标: [-154.5045, -233.4516], 绝对半径: 279.9487, 绝对角度: 123.4977, 绝对半径差值: 0.2065, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1237 点 - 坐标: [-154.9119, -233.1816], 绝对半径: 279.9488, 绝对角度: 123.5977, 绝对半径差值: 0.2065, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1238 点 - 坐标: [-155.3187, -232.9108], 绝对半径: 279.9488, 绝对角度: 123.6977, 绝对半径差值: 0.2065, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1239 点 - 坐标: [-155.7251, -232.6393], 绝对半径: 279.9489, 绝对角度: 123.7977, 绝对半径差值: 0.2066, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1240 点 - 坐标: [-156.1310, -232.3672], 绝对半径: 279.9489, 绝对角度: 123.8977, 绝对半径差值: 0.2066, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1241 点 - 坐标: [-156.5364, -232.0943], 绝对半径: 279.9489, 绝对角度: 123.9978, 绝对半径差值: 0.2067, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1242 点 - 坐标: [-156.9414, -231.8207], 绝对半径: 279.9490, 绝对角度: 124.0978, 绝对半径差值: 0.2067, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1243 点 - 坐标: [-157.3458, -231.5464], 绝对半径: 279.9490, 绝对角度: 124.1978, 绝对半径差值: 0.2067, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1244 点 - 坐标: [-157.7498, -231.2714], 绝对半径: 279.9491, 绝对角度: 124.2978, 绝对半径差值: 0.2068, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1245 点 - 坐标: [-158.1533, -230.9957], 绝对半径: 279.9491, 绝对角度: 124.3979, 绝对半径差值: 0.2068, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1246 点 - 坐标: [-158.5564, -230.7193], 绝对半径: 279.9491, 绝对角度: 124.4979, 绝对半径差值: 0.2069, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1247 点 - 坐标: [-158.9589, -230.4422], 绝对半径: 279.9492, 绝对角度: 124.5979, 绝对半径差值: 0.2069, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1248 点 - 坐标: [-159.3610, -230.1644], 绝对半径: 279.9492, 绝对角度: 124.6979, 绝对半径差值: 0.2069, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1249 点 - 坐标: [-159.7626, -229.8859], 绝对半径: 279.9493, 绝对角度: 124.7979, 绝对半径差值: 0.2070, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1250 点 - 坐标: [-160.1636, -229.6066], 绝对半径: 279.9493, 绝对角度: 124.8980, 绝对半径差值: 0.2070, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1251 点 - 坐标: [-160.5642, -229.3267], 绝对半径: 279.9493, 绝对角度: 124.9980, 绝对半径差值: 0.2070, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1252 点 - 坐标: [-160.9643, -229.0461], 绝对半径: 279.9494, 绝对角度: 125.0980, 绝对半径差值: 0.2071, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1253 点 - 坐标: [-161.3640, -228.7648], 绝对半径: 279.9494, 绝对角度: 125.1980, 绝对半径差值: 0.2071, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1254 点 - 坐标: [-161.7631, -228.4828], 绝对半径: 279.9494, 绝对角度: 125.2980, 绝对半径差值: 0.2071, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1255 点 - 坐标: [-162.1617, -228.2001], 绝对半径: 279.9495, 绝对角度: 125.3981, 绝对半径差值: 0.2072, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1256 点 - 坐标: [-162.5599, -227.9167], 绝对半径: 279.9495, 绝对角度: 125.4981, 绝对半径差值: 0.2072, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1257 点 - 坐标: [-162.9575, -227.6326], 绝对半径: 279.9495, 绝对角度: 125.5981, 绝对半径差值: 0.2072, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1258 点 - 坐标: [-163.3547, -227.3478], 绝对半径: 279.9496, 绝对角度: 125.6981, 绝对半径差值: 0.2073, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1259 点 - 坐标: [-163.7513, -227.0623], 绝对半径: 279.9496, 绝对角度: 125.7981, 绝对半径差值: 0.2073, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1260 点 - 坐标: [-164.1475, -226.7761], 绝对半径: 279.9496, 绝对角度: 125.8982, 绝对半径差值: 0.2073, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1261 点 - 坐标: [-164.5431, -226.4892], 绝对半径: 279.9497, 绝对角度: 125.9982, 绝对半径差值: 0.2074, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1262 点 - 坐标: [-164.9383, -226.2017], 绝对半径: 279.9497, 绝对角度: 126.0982, 绝对半径差值: 0.2074, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1263 点 - 坐标: [-165.3329, -225.9134], 绝对半径: 279.9497, 绝对角度: 126.1982, 绝对半径差值: 0.2074, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1264 点 - 坐标: [-165.7270, -225.6245], 绝对半径: 279.9497, 绝对角度: 126.2982, 绝对半径差值: 0.2075, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1265 点 - 坐标: [-166.1207, -225.3348], 绝对半径: 279.9498, 绝对角度: 126.3983, 绝对半径差值: 0.2075, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1266 点 - 坐标: [-166.5138, -225.0445], 绝对半径: 279.9498, 绝对角度: 126.4983, 绝对半径差值: 0.2075, 增量半径差值: 0.0000, 增量角度差值: 0.1000
