第 0 点 - 坐标: [237.6453, 0.0000], 绝对半径: 237.6453, 绝对角度: 0.0000, 绝对半径差值: 0.0000, 增量半径差值: 0.0000, 增量角度差值: 0.0000
第 1100 点 - 坐标: [-80.9710, -223.6305], 绝对半径: 237.8380, 绝对角度: 109.9040, 绝对半径差值: 0.1927, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1101 点 - 坐标: [-81.3613, -223.4889], 绝对半径: 237.8381, 绝对角度: 110.0041, 绝对半径差值: 0.1928, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1102 点 - 坐标: [-81.7513, -223.3467], 绝对半径: 237.8382, 绝对角度: 110.1041, 绝对半径差值: 0.1929, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1103 点 - 坐标: [-82.1411, -223.2037], 绝对半径: 237.8383, 绝对角度: 110.2041, 绝对半径差值: 0.1930, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1104 点 - 坐标: [-82.5307, -223.0601], 绝对半径: 237.8384, 绝对角度: 110.3041, 绝对半径差值: 0.1931, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1105 点 - 坐标: [-82.9200, -222.9158], 绝对半径: 237.8385, 绝对角度: 110.4041, 绝对半径差值: 0.1932, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1106 点 - 坐标: [-83.3090, -222.7708], 绝对半径: 237.8387, 绝对角度: 110.5042, 绝对半径差值: 0.1934, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1107 点 - 坐标: [-83.6978, -222.6251], 绝对半径: 237.8388, 绝对角度: 110.6042, 绝对半径差值: 0.1935, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1108 点 - 坐标: [-84.0864, -222.4788], 绝对半径: 237.8389, 绝对角度: 110.7042, 绝对半径差值: 0.1936, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1109 点 - 坐标: [-84.4747, -222.3318], 绝对半径: 237.8390, 绝对角度: 110.8042, 绝对半径差值: 0.1937, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1110 点 - 坐标: [-84.8627, -222.1841], 绝对半径: 237.8391, 绝对角度: 110.9042, 绝对半径差值: 0.1938, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1111 点 - 坐标: [-85.2505, -222.0357], 绝对半径: 237.8392, 绝对角度: 111.0043, 绝对半径差值: 0.1939, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1112 点 - 坐标: [-85.6380, -221.8866], 绝对半径: 237.8393, 绝对角度: 111.1043, 绝对半径差值: 0.1940, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1113 点 - 坐标: [-86.0252, -221.7369], 绝对半径: 237.8394, 绝对角度: 111.2043, 绝对半径差值: 0.1941, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1114 点 - 坐标: [-86.4122, -221.5865], 绝对半径: 237.8395, 绝对角度: 111.3043, 绝对半径差值: 0.1942, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1115 点 - 坐标: [-86.7989, -221.4354], 绝对半径: 237.8396, 绝对角度: 111.4043, 绝对半径差值: 0.1943, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1116 点 - 坐标: [-87.1854, -221.2837], 绝对半径: 237.8397, 绝对角度: 111.5044, 绝对半径差值: 0.1945, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1117 点 - 坐标: [-87.5716, -221.1312], 绝对半径: 237.8399, 绝对角度: 111.6044, 绝对半径差值: 0.1946, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1118 点 - 坐标: [-87.9575, -220.9781], 绝对半径: 237.8400, 绝对角度: 111.7044, 绝对半径差值: 0.1947, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1119 点 - 坐标: [-88.3431, -220.8243], 绝对半径: 237.8401, 绝对角度: 111.8044, 绝对半径差值: 0.1948, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1120 点 - 坐标: [-88.7285, -220.6699], 绝对半径: 237.8402, 绝对角度: 111.9044, 绝对半径差值: 0.1949, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1121 点 - 坐标: [-89.1137, -220.5147], 绝对半径: 237.8403, 绝对角度: 112.0044, 绝对半径差值: 0.1950, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1122 点 - 坐标: [-89.4985, -220.3589], 绝对半径: 237.8404, 绝对角度: 112.1045, 绝对半径差值: 0.1951, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1123 点 - 坐标: [-89.8831, -220.2025], 绝对半径: 237.8405, 绝对角度: 112.2045, 绝对半径差值: 0.1952, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1124 点 - 坐标: [-90.2674, -220.0453], 绝对半径: 237.8406, 绝对角度: 112.3045, 绝对半径差值: 0.1953, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1125 点 - 坐标: [-90.6514, -219.8875], 绝对半径: 237.8407, 绝对角度: 112.4045, 绝对半径差值: 0.1954, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1126 点 - 坐标: [-91.0351, -219.7290], 绝对半径: 237.8408, 绝对角度: 112.5045, 绝对半径差值: 0.1955, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1127 点 - 坐标: [-91.4186, -219.5699], 绝对半径: 237.8409, 绝对角度: 112.6046, 绝对半径差值: 0.1956, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1128 点 - 坐标: [-91.8018, -219.4100], 绝对半径: 237.8410, 绝对角度: 112.7046, 绝对半径差值: 0.1957, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1129 点 - 坐标: [-92.1847, -219.2495], 绝对半径: 237.8411, 绝对角度: 112.8046, 绝对半径差值: 0.1958, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1130 点 - 坐标: [-92.5673, -219.0884], 绝对半径: 237.8412, 绝对角度: 112.9046, 绝对半径差值: 0.1959, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1131 点 - 坐标: [-92.9497, -218.9265], 绝对半径: 237.8413, 绝对角度: 113.0046, 绝对半径差值: 0.1960, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1132 点 - 坐标: [-93.3318, -218.7640], 绝对半径: 237.8414, 绝对角度: 113.1047, 绝对半径差值: 0.1961, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1133 点 - 坐标: [-93.7135, -218.6009], 绝对半径: 237.8415, 绝对角度: 113.2047, 绝对半径差值: 0.1962, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1134 点 - 坐标: [-94.0950, -218.4370], 绝对半径: 237.8416, 绝对角度: 113.3047, 绝对半径差值: 0.1963, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1135 点 - 坐标: [-94.4762, -218.2725], 绝对半径: 237.8417, 绝对角度: 113.4047, 绝对半径差值: 0.1964, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1136 点 - 坐标: [-94.8572, -218.1074], 绝对半径: 237.8418, 绝对角度: 113.5047, 绝对半径差值: 0.1965, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1137 点 - 坐标: [-95.2378, -217.9415], 绝对半径: 237.8419, 绝对角度: 113.6047, 绝对半径差值: 0.1966, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1138 点 - 坐标: [-95.6181, -217.7750], 绝对半径: 237.8420, 绝对角度: 113.7048, 绝对半径差值: 0.1967, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1139 点 - 坐标: [-95.9982, -217.6079], 绝对半径: 237.8421, 绝对角度: 113.8048, 绝对半径差值: 0.1968, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1140 点 - 坐标: [-96.3779, -217.4401], 绝对半径: 237.8422, 绝对角度: 113.9048, 绝对半径差值: 0.1969, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1141 点 - 坐标: [-96.7574, -217.2716], 绝对半径: 237.8422, 绝对角度: 114.0048, 绝对半径差值: 0.1970, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1142 点 - 坐标: [-97.1366, -217.1024], 绝对半径: 237.8423, 绝对角度: 114.1048, 绝对半径差值: 0.1970, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1143 点 - 坐标: [-97.5154, -216.9326], 绝对半径: 237.8424, 绝对角度: 114.2048, 绝对半径差值: 0.1971, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1144 点 - 坐标: [-97.8940, -216.7621], 绝对半径: 237.8425, 绝对角度: 114.3049, 绝对半径差值: 0.1972, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1145 点 - 坐标: [-98.2723, -216.5910], 绝对半径: 237.8426, 绝对角度: 114.4049, 绝对半径差值: 0.1973, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1146 点 - 坐标: [-98.6503, -216.4192], 绝对半径: 237.8427, 绝对角度: 114.5049, 绝对半径差值: 0.1974, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1147 点 - 坐标: [-99.0280, -216.2468], 绝对半径: 237.8428, 绝对角度: 114.6049, 绝对半径差值: 0.1975, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1148 点 - 坐标: [-99.4053, -216.0736], 绝对半径: 237.8429, 绝对角度: 114.7049, 绝对半径差值: 0.1976, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1149 点 - 坐标: [-99.7824, -215.8999], 绝对半径: 237.8430, 绝对角度: 114.8050, 绝对半径差值: 0.1977, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1150 点 - 坐标: [-100.1592, -215.7254], 绝对半径: 237.8431, 绝对角度: 114.9050, 绝对半径差值: 0.1978, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1151 点 - 坐标: [-100.5356, -215.5504], 绝对半径: 237.8432, 绝对角度: 115.0050, 绝对半径差值: 0.1979, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1152 点 - 坐标: [-100.9118, -215.3746], 绝对半径: 237.8432, 绝对角度: 115.1050, 绝对半径差值: 0.1980, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1153 点 - 坐标: [-101.2876, -215.1982], 绝对半径: 237.8433, 绝对角度: 115.2050, 绝对半径差值: 0.1980, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1154 点 - 坐标: [-101.6632, -215.0211], 绝对半径: 237.8434, 绝对角度: 115.3050, 绝对半径差值: 0.1981, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1155 点 - 坐标: [-102.0384, -214.8434], 绝对半径: 237.8435, 绝对角度: 115.4051, 绝对半径差值: 0.1982, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1156 点 - 坐标: [-102.4133, -214.6651], 绝对半径: 237.8436, 绝对角度: 115.5051, 绝对半径差值: 0.1983, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1157 点 - 坐标: [-102.7879, -214.4860], 绝对半径: 237.8437, 绝对角度: 115.6051, 绝对半径差值: 0.1984, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1158 点 - 坐标: [-103.1622, -214.3063], 绝对半径: 237.8438, 绝对角度: 115.7051, 绝对半径差值: 0.1985, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1159 点 - 坐标: [-103.5362, -214.1260], 绝对半径: 237.8438, 绝对角度: 115.8051, 绝对半径差值: 0.1986, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1160 点 - 坐标: [-103.9099, -213.9450], 绝对半径: 237.8439, 绝对角度: 115.9051, 绝对半径差值: 0.1986, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1161 点 - 坐标: [-104.2832, -213.7634], 绝对半径: 237.8440, 绝对角度: 116.0052, 绝对半径差值: 0.1987, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1162 点 - 坐标: [-104.6562, -213.5811], 绝对半径: 237.8441, 绝对角度: 116.1052, 绝对半径差值: 0.1988, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1163 点 - 坐标: [-105.0290, -213.3982], 绝对半径: 237.8442, 绝对角度: 116.2052, 绝对半径差值: 0.1989, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1164 点 - 坐标: [-105.4013, -213.2146], 绝对半径: 237.8443, 绝对角度: 116.3052, 绝对半径差值: 0.1990, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1165 点 - 坐标: [-105.7734, -213.0303], 绝对半径: 237.8443, 绝对角度: 116.4052, 绝对半径差值: 0.1990, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1166 点 - 坐标: [-106.1452, -212.8454], 绝对半径: 237.8444, 绝对角度: 116.5052, 绝对半径差值: 0.1991, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1167 点 - 坐标: [-106.5166, -212.6599], 绝对半径: 237.8445, 绝对角度: 116.6053, 绝对半径差值: 0.1992, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1168 点 - 坐标: [-106.8877, -212.4737], 绝对半径: 237.8446, 绝对角度: 116.7053, 绝对半径差值: 0.1993, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1169 点 - 坐标: [-107.2584, -212.2869], 绝对半径: 237.8447, 绝对角度: 116.8053, 绝对半径差值: 0.1994, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1170 点 - 坐标: [-107.6289, -212.0994], 绝对半径: 237.8447, 绝对角度: 116.9053, 绝对半径差值: 0.1994, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1171 点 - 坐标: [-107.9990, -211.9112], 绝对半径: 237.8448, 绝对角度: 117.0053, 绝对半径差值: 0.1995, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1172 点 - 坐标: [-108.3688, -211.7225], 绝对半径: 237.8449, 绝对角度: 117.1053, 绝对半径差值: 0.1996, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1173 点 - 坐标: [-108.7383, -211.5330], 绝对半径: 237.8450, 绝对角度: 117.2054, 绝对半径差值: 0.1997, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1174 点 - 坐标: [-109.1074, -211.3430], 绝对半径: 237.8450, 绝对角度: 117.3054, 绝对半径差值: 0.1998, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1175 点 - 坐标: [-109.4762, -211.1522], 绝对半径: 237.8451, 绝对角度: 117.4054, 绝对半径差值: 0.1998, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1176 点 - 坐标: [-109.8446, -210.9609], 绝对半径: 237.8452, 绝对角度: 117.5054, 绝对半径差值: 0.1999, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1177 点 - 坐标: [-110.2128, -210.7689], 绝对半径: 237.8453, 绝对角度: 117.6054, 绝对半径差值: 0.2000, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1178 点 - 坐标: [-110.5805, -210.5762], 绝对半径: 237.8453, 绝对角度: 117.7054, 绝对半径差值: 0.2001, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1179 点 - 坐标: [-110.9480, -210.3830], 绝对半径: 237.8454, 绝对角度: 117.8055, 绝对半径差值: 0.2001, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1180 点 - 坐标: [-111.3151, -210.1890], 绝对半径: 237.8455, 绝对角度: 117.9055, 绝对半径差值: 0.2002, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1181 点 - 坐标: [-111.6819, -209.9945], 绝对半径: 237.8456, 绝对角度: 118.0055, 绝对半径差值: 0.2003, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1182 点 - 坐标: [-112.0483, -209.7992], 绝对半径: 237.8456, 绝对角度: 118.1055, 绝对半径差值: 0.2003, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1183 点 - 坐标: [-112.4144, -209.6034], 绝对半径: 237.8457, 绝对角度: 118.2055, 绝对半径差值: 0.2004, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1184 点 - 坐标: [-112.7802, -209.4069], 绝对半径: 237.8458, 绝对角度: 118.3055, 绝对半径差值: 0.2005, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1185 点 - 坐标: [-113.1456, -209.2098], 绝对半径: 237.8459, 绝对角度: 118.4056, 绝对半径差值: 0.2006, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1186 点 - 坐标: [-113.5106, -209.0120], 绝对半径: 237.8459, 绝对角度: 118.5056, 绝对半径差值: 0.2006, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1187 点 - 坐标: [-113.8753, -208.8136], 绝对半径: 237.8460, 绝对角度: 118.6056, 绝对半径差值: 0.2007, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1188 点 - 坐标: [-114.2397, -208.6146], 绝对半径: 237.8461, 绝对角度: 118.7056, 绝对半径差值: 0.2008, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1189 点 - 坐标: [-114.6037, -208.4149], 绝对半径: 237.8461, 绝对角度: 118.8056, 绝对半径差值: 0.2008, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1190 点 - 坐标: [-114.9674, -208.2146], 绝对半径: 237.8462, 绝对角度: 118.9056, 绝对半径差值: 0.2009, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1191 点 - 坐标: [-115.3307, -208.0136], 绝对半径: 237.8463, 绝对角度: 119.0057, 绝对半径差值: 0.2010, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1192 点 - 坐标: [-115.6937, -207.8121], 绝对半径: 237.8463, 绝对角度: 119.1057, 绝对半径差值: 0.2010, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1193 点 - 坐标: [-116.0563, -207.6098], 绝对半径: 237.8464, 绝对角度: 119.2057, 绝对半径差值: 0.2011, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1194 点 - 坐标: [-116.4186, -207.4070], 绝对半径: 237.8465, 绝对角度: 119.3057, 绝对半径差值: 0.2012, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1195 点 - 坐标: [-116.7805, -207.2035], 绝对半径: 237.8465, 绝对角度: 119.4057, 绝对半径差值: 0.2012, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1196 点 - 坐标: [-117.1420, -206.9994], 绝对半径: 237.8466, 绝对角度: 119.5057, 绝对半径差值: 0.2013, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1197 点 - 坐标: [-117.5032, -206.7947], 绝对半径: 237.8467, 绝对角度: 119.6058, 绝对半径差值: 0.2014, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1198 点 - 坐标: [-117.8640, -206.5893], 绝对半径: 237.8467, 绝对角度: 119.7058, 绝对半径差值: 0.2014, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1199 点 - 坐标: [-118.2245, -206.3833], 绝对半径: 237.8468, 绝对角度: 119.8058, 绝对半径差值: 0.2015, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1200 点 - 坐标: [-118.5846, -206.1766], 绝对半径: 237.8468, 绝对角度: 119.9058, 绝对半径差值: 0.2016, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1201 点 - 坐标: [-118.9444, -205.9694], 绝对半径: 237.8469, 绝对角度: 120.0058, 绝对半径差值: 0.2016, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1202 点 - 坐标: [-119.3038, -205.7615], 绝对半径: 237.8470, 绝对角度: 120.1058, 绝对半径差值: 0.2017, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1203 点 - 坐标: [-119.6628, -205.5530], 绝对半径: 237.8470, 绝对角度: 120.2059, 绝对半径差值: 0.2017, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1204 点 - 坐标: [-120.0215, -205.3438], 绝对半径: 237.8471, 绝对角度: 120.3059, 绝对半径差值: 0.2018, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1205 点 - 坐标: [-120.3798, -205.1341], 绝对半径: 237.8471, 绝对角度: 120.4059, 绝对半径差值: 0.2019, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1206 点 - 坐标: [-120.7377, -204.9237], 绝对半径: 237.8472, 绝对角度: 120.5059, 绝对半径差值: 0.2019, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1207 点 - 坐标: [-121.0952, -204.7126], 绝对半径: 237.8473, 绝对角度: 120.6059, 绝对半径差值: 0.2020, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1208 点 - 坐标: [-121.4524, -204.5010], 绝对半径: 237.8473, 绝对角度: 120.7059, 绝对半径差值: 0.2020, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1209 点 - 坐标: [-121.8093, -204.2887], 绝对半径: 237.8474, 绝对角度: 120.8059, 绝对半径差值: 0.2021, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1210 点 - 坐标: [-122.1657, -204.0758], 绝对半径: 237.8474, 绝对角度: 120.9060, 绝对半径差值: 0.2021, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1211 点 - 坐标: [-122.5218, -203.8623], 绝对半径: 237.8475, 绝对角度: 121.0060, 绝对半径差值: 0.2022, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1212 点 - 坐标: [-122.8775, -203.6482], 绝对半径: 237.8476, 绝对角度: 121.1060, 绝对半径差值: 0.2023, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1213 点 - 坐标: [-123.2328, -203.4334], 绝对半径: 237.8476, 绝对角度: 121.2060, 绝对半径差值: 0.2023, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1214 点 - 坐标: [-123.5878, -203.2180], 绝对半径: 237.8477, 绝对角度: 121.3060, 绝对半径差值: 0.2024, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1215 点 - 坐标: [-123.9424, -203.0020], 绝对半径: 237.8477, 绝对角度: 121.4060, 绝对半径差值: 0.2024, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1216 点 - 坐标: [-124.2966, -202.7854], 绝对半径: 237.8478, 绝对角度: 121.5061, 绝对半径差值: 0.2025, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1217 点 - 坐标: [-124.6504, -202.5682], 绝对半径: 237.8478, 绝对角度: 121.6061, 绝对半径差值: 0.2025, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1218 点 - 坐标: [-125.0038, -202.3503], 绝对半径: 237.8479, 绝对角度: 121.7061, 绝对半径差值: 0.2026, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1219 点 - 坐标: [-125.3569, -202.1319], 绝对半径: 237.8479, 绝对角度: 121.8061, 绝对半径差值: 0.2026, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1220 点 - 坐标: [-125.7096, -201.9128], 绝对半径: 237.8480, 绝对角度: 121.9061, 绝对半径差值: 0.2027, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1221 点 - 坐标: [-126.0619, -201.6931], 绝对半径: 237.8480, 绝对角度: 122.0061, 绝对半径差值: 0.2027, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1222 点 - 坐标: [-126.4138, -201.4728], 绝对半径: 237.8481, 绝对角度: 122.1061, 绝对半径差值: 0.2028, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1223 点 - 坐标: [-126.7653, -201.2518], 绝对半径: 237.8481, 绝对角度: 122.2062, 绝对半径差值: 0.2028, 增量半径差值: 0.0001, 增量角度差值: 0.1000
第 1224 点 - 坐标: [-127.1164, -201.0303], 绝对半径: 237.8482, 绝对角度: 122.3062, 绝对半径差值: 0.2029, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1225 点 - 坐标: [-127.4672, -200.8081], 绝对半径: 237.8482, 绝对角度: 122.4062, 绝对半径差值: 0.2029, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1226 点 - 坐标: [-127.8175, -200.5854], 绝对半径: 237.8483, 绝对角度: 122.5062, 绝对半径差值: 0.2030, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1227 点 - 坐标: [-128.1675, -200.3620], 绝对半径: 237.8483, 绝对角度: 122.6062, 绝对半径差值: 0.2030, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1228 点 - 坐标: [-128.5171, -200.1380], 绝对半径: 237.8484, 绝对角度: 122.7062, 绝对半径差值: 0.2031, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1229 点 - 坐标: [-128.8663, -199.9134], 绝对半径: 237.8484, 绝对角度: 122.8063, 绝对半径差值: 0.2031, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1230 点 - 坐标: [-129.2151, -199.6882], 绝对半径: 237.8485, 绝对角度: 122.9063, 绝对半径差值: 0.2032, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1231 点 - 坐标: [-129.5635, -199.4623], 绝对半径: 237.8485, 绝对角度: 123.0063, 绝对半径差值: 0.2032, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1232 点 - 坐标: [-129.9115, -199.2359], 绝对半径: 237.8486, 绝对角度: 123.1063, 绝对半径差值: 0.2033, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1233 点 - 坐标: [-130.2591, -199.0089], 绝对半径: 237.8486, 绝对角度: 123.2063, 绝对半径差值: 0.2033, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1234 点 - 坐标: [-130.6063, -198.7812], 绝对半径: 237.8487, 绝对角度: 123.3063, 绝对半径差值: 0.2034, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1235 点 - 坐标: [-130.9531, -198.5530], 绝对半径: 237.8487, 绝对角度: 123.4063, 绝对半径差值: 0.2034, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1236 点 - 坐标: [-131.2995, -198.3241], 绝对半径: 237.8487, 绝对角度: 123.5064, 绝对半径差值: 0.2034, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1237 点 - 坐标: [-131.6456, -198.0947], 绝对半径: 237.8488, 绝对角度: 123.6064, 绝对半径差值: 0.2035, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1238 点 - 坐标: [-131.9912, -197.8646], 绝对半径: 237.8488, 绝对角度: 123.7064, 绝对半径差值: 0.2035, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1239 点 - 坐标: [-132.3364, -197.6339], 绝对半径: 237.8489, 绝对角度: 123.8064, 绝对半径差值: 0.2036, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1240 点 - 坐标: [-132.6812, -197.4026], 绝对半径: 237.8489, 绝对角度: 123.9064, 绝对半径差值: 0.2036, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1241 点 - 坐标: [-133.0256, -197.1708], 绝对半径: 237.8490, 绝对角度: 124.0064, 绝对半径差值: 0.2037, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1242 点 - 坐标: [-133.3696, -196.9383], 绝对半径: 237.8490, 绝对角度: 124.1065, 绝对半径差值: 0.2037, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1243 点 - 坐标: [-133.7132, -196.7052], 绝对半径: 237.8490, 绝对角度: 124.2065, 绝对半径差值: 0.2037, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1244 点 - 坐标: [-134.0564, -196.4715], 绝对半径: 237.8491, 绝对角度: 124.3065, 绝对半径差值: 0.2038, 增量半径差值: 0.0000, 增量角度差值: 0.1000
第 1245 点 - 坐标: [-134.3992, -196.2373], 绝对半径: 237.8491, 绝对角度: 124.4065, 绝对半径差值: 0.2038, 增量半径差值: 0.0000, 增量角度差值: 0.1000
